UT,noun_phrase,n
WOS:000320990800007,other entangling gate,1
WOS:000320990800007,qubit dephasing error,1
WOS:000320990800007,sideband transition,1
WOS:000320990800007,simplification,1
WOS:000320990800007,simultaneous excitation,1
WOS:000320990800007,state,1
WOS:000320990800007,state phase gate,1
WOS:000320990800007,strong carrier,1
WOS:000320990800007,thermal excitation,1
WOS:000320990800007,trap,1
WOS:000320999400003,code threshold estimate,1
WOS:000320999400003,kitaev,1
WOS:000321833500002,approximation na,1
WOS:000321833500002,efficient error model,1
WOS:000321833500002,fault,1
WOS:000321833500002,pauli,1
WOS:000321833500002,tolerant architecture,1
WOS:000321837000023,analytical control protocol,1
WOS:000321837000023,analytical solution,1
WOS:000321837000023,exact formula,1
WOS:000321837000023,fast control pulse,1
WOS:000321837000023,formalism,1
WOS:000321837000023,general time,1
WOS:000321837000023,landau,3
WOS:000321837000023,level hamiltonian,1
WOS:000321837000023,level quantum systems,1
WOS:000321837000023,many tunable parameter,1
WOS:000321837000023,method,1
WOS:000321837000023,partial reverse engineering,1
WOS:000321837000023,precise nonadiabatic rapid passage,1
WOS:000321837000023,quantum speed limit,1
WOS:000321837000023,schrodinger equation,1
WOS:000321837000023,simple algorithm,1
WOS:000321837000023,solution,1
WOS:000321837000023,type,1
WOS:000321837000023,unlimited number,1
WOS:000321837000023,zener interference patterns,1
WOS:000321837000023,zener interferometry,2
WOS:000322000300005,atom,3
WOS:000322000300005,coherent raman,1
WOS:000322000300005,dissipative formation,1
WOS:000322000300005,entangle state,1
WOS:000322000300005,excited state,1
WOS:000322000300005,finite pairwise interaction,1
WOS:000322000300005,high fidelity,1
WOS:000322000300005,individual atom,1
WOS:000322000300005,pair,1
WOS:000322000300005,photon excitation process,1
WOS:000322000300005,physical parameter,1
WOS:000322000300005,rabi field,1
WOS:000322000300005,rapid generation,1
WOS:000322000300005,rydberg interaction strength,1
WOS:000322000300005,rydberg state,1
WOS:000322000300005,scheme,1
WOS:000322000300005,spontaneous emission,1
WOS:000322000300005,state entanglement,1
WOS:000322000300005,state interference effect,1
WOS:000322000300005,steady state,2
WOS:000322000300005,strength,1
WOS:000322000300005,time scale,1
WOS:000322000300005,wide range,1
WOS:000322116100012,accessible spin,1
WOS:000322116100012,angle theta,1
WOS:000322116100012,consistent dirac bogoliubov,1
WOS:000322116100012,de genne formalism,1
WOS:000322116100012,exchange field orientations,1
WOS:000322116100012,f region,1
WOS:000322116100012,fermi level mu,1
WOS:000322116100012,ferromagnet,1
WOS:000322116100012,graphene,2
WOS:000322116100012,graphene nanostructure,1
WOS:000322116100012,graphene switch,1
WOS:000322116100012,microscopic self,1
WOS:000322116100012,nanostructure,1
WOS:000322116100012,phenomena,1
WOS:000322116100012,proximity effect,1
WOS:000322116100012,result,1
WOS:000322116100012,spin,1
WOS:000322116100012,spin triplet correlations,1
WOS:000322116100012,superconductivity,2
WOS:000322116100012,superconductor,1
WOS:000322116100012,theta,1
WOS:000322116100012,triplet valve,1
WOS:000322116100012,tunable triplet correlations,1
WOS:000322116100012,two-dimensional spin,1
WOS:000322215200008,-dimensional atom localization,1
WOS:000322215200008,arrangement,1
WOS:000322215200008,array,1
WOS:000322215200008,atom trap,1
WOS:000322215200008,atom trapping,1
WOS:000322215200008,dark trap,1
WOS:000322215200008,detection,1
WOS:000322215200008,distinct optical beam,1
WOS:000322215200008,field interference,1
WOS:000322215200008,gaussian beam,2
WOS:000322215200008,ground,1
WOS:000322215200008,lattice,1
WOS:000322215200008,magic trapping,1
WOS:000322215200008,optical lattice,1
WOS:000322215200008,optical phase fluctuation,1
WOS:000322215200008,rydberg state,1
WOS:000322215200008,single cs atom,1
WOS:000322215200008,site two-dimensional array,1
WOS:000322215200008,spatial localization,1
WOS:000322215200008,trapping,1
WOS:000322215200008,two-dimensional array,1
WOS:000322215200008,two-dimensional lattice,1
WOS:000322870300001,accounting,1
WOS:000322870300001,accuracy,3
WOS:000322870300001,bibliographic information,3
WOS:000322870300001,co-citation,1
WOS:000322870300001,co-citation cluster,1
WOS:000322870300001,co-citation cluster solution,1
WOS:000322870300001,co-citation clustering,1
WOS:000322870300001,co-citation model,2
WOS:000322870300001,corpus,1
WOS:000322870300001,effect,1
WOS:000322870300001,full text,2
WOS:000322870300001,full text document,1
WOS:000322870300001,measure,1
WOS:000322870300001,opportunity,1
WOS:000322870300001,pairwise relationship,1
WOS:000322870300001,proximity,1
WOS:000322870300001,quality,1
WOS:000322870300001,reference pair,1
WOS:000322870300001,reference proximity,2
WOS:000322870300001,result,2
WOS:000322870300001,signal,1
WOS:000322870300001,text analysis,1
WOS:000322870300001,textual coherence,1
WOS:000322870300001,traditional approach,1
WOS:000322870300001,traditional co-citation clustering,1
WOS:000322870300001,work,1
WOS:000323327300006,class,1
WOS:000323327300006,contextual mbqc,1
WOS:000323327300006,contextuality,1
WOS:000323327300006,discrete log,1
WOS:000323327300006,example,1
WOS:000323327300006,high probability,1
WOS:000323327300006,known classical algorithm,1
WOS:000323327300006,mbqc,1
WOS:000323327300006,measurement,2
WOS:000323327300006,natural assumption,1
WOS:000323327300006,nonlinear boolean function,1
WOS:000323327300006,practical interest,1
WOS:000323327300006,problem,1
WOS:000323327300006,quantum algorithm,1
WOS:000323327300006,quantum computation,2
WOS:000323327300006,qubit system,1
WOS:000323327300006,superpolynomial speedup,1
WOS:000323333800004,additional pump photon,1
WOS:000323333800004,amplifier gain,1
WOS:000323333800004,attenuation,1
WOS:000323333800004,coherent attenuation,1
WOS:000323333800004,dependent amplification,1
WOS:000323333800004,dependent modulation,1
WOS:000323333800004,distinct source,1
WOS:000323333800004,effect,1
WOS:000323333800004,enhancement,2
WOS:000323333800004,good agreement,1
WOS:000323333800004,idler beam,2
WOS:000323333800004,idler coherent attenuation,1
WOS:000323333800004,incoming wafe,1
WOS:000323333800004,josephson amplifier,1
WOS:000323333800004,nonlinear regime,1
WOS:000323333800004,parametric amplifier,1
WOS:000323333800004,phase,1
WOS:000323333800004,presence,1
WOS:000323333800004,process,1
WOS:000323333800004,pump,2
WOS:000323333800004,pump regime,1
WOS:000323333800004,result,1
WOS:000323333800004,reverse process,1
WOS:000323333800004,signal,3
WOS:000323333800004,symmetric phase,1
WOS:000323333800004,theory,1
WOS:000323333800004,time,1
WOS:000323333800004,wave mixing,1
WOS:000323333800004,wave parametic amplification,1
WOS:000323536800005,center,1
WOS:000323536800005,composite pulse compensation,1
WOS:000323536800005,electrode ion trap,1
WOS:000323536800005,field microwave,1
WOS:000323536800005,gate,1
WOS:000323536800005,hyperfine qubit,1
WOS:000323536800005,integrated waveguide,1
WOS:000323536800005,interaction region,1
WOS:000323536800005,maximum field amplitude,1
WOS:000323536800005,microfabricated surface,1
WOS:000323536800005,microwave field,1
WOS:000323536800005,mu m microwave interaction region,1
WOS:000323536800005,pair,1
WOS:000323536800005,phase,1
WOS:000323536800005,polarization,1
WOS:000323536800005,pulse sequence,1
WOS:000323536800005,qubit gate operation,1
WOS:000323536800005,qubit pi-rotation,1
WOS:000323536800005,rabi frequency,1
WOS:000323536800005,relative amplitude,1
WOS:000323536800005,resonant coupling,1
WOS:000323536800005,stand microwave field resonant,1
WOS:000323536800005,trap,1
WOS:000323536800005,trap axis,1
WOS:000323536800005,uniformity,2
WOS:000323536800005,variation,1
WOS:000323536800005,wave antinode,1
WOS:000323536800005,waveguide,1
WOS:000323536800005,waveguide current,1
WOS:000323536800005,yb-171,1
WOS:000323536800005,zeeman sublevel,1
WOS:000323608700005,bia voltage,1
WOS:000323608700005,concrete technology,1
WOS:000323608700005,device,1
WOS:000323608700005,existence,1
WOS:000323608700005,explicit use,1
WOS:000323608700005,ferromagnet,1
WOS:000323608700005,finding,1
WOS:000323608700005,flux sensitivity,1
WOS:000323608700005,functionality,2
WOS:000323608700005,inclusion,1
WOS:000323608700005,magnetic texture,1
WOS:000323608700005,proximity effect,1
WOS:000323608700005,quantum interference transistor,1
WOS:000323608700005,quantum magnetometer,1
WOS:000323608700005,recent experimental realization,1
WOS:000323608700005,spin -triplet correlation,1
WOS:000323608700005,spin-triplet superconductivity,1
WOS:000323608700005,such triplet correlations,1
WOS:000323608700005,triplet,2
WOS:000323608700005,ultrasensitive magnetometer,1
WOS:000323626400019,analytic bounds,1
WOS:000323626400019,arbitrary state,1
WOS:000323626400019,boost fidelity,1
WOS:000323626400019,central component,1
WOS:000323626400019,challenge,1
WOS:000323626400019,characteristic,1
WOS:000323626400019,coherence,1
WOS:000323626400019,coherence plateau,1
WOS:000323626400019,demand,1
WOS:000323626400019,device,1
WOS:000323626400019,device -independent result,1
WOS:000323626400019,experimental imperfection,1
WOS:000323626400019,fidelity,1
WOS:000323626400019,fidelity storage,2
WOS:000323626400019,interest,1
WOS:000323626400019,layer error-suppression strategy,1
WOS:000323626400019,long storage time,1
WOS:000323626400019,numerical calculation,1
WOS:000323626400019,order,1
WOS:000323626400019,periodic repetition,1
WOS:000323626400019,presence,1
WOS:000323626400019,quantum information,1
WOS:000323626400019,relevant control sequence,1
WOS:000323626400019,sequence,1
WOS:000323626400019,single approach,1
WOS:000323626400019,small access latency,1
WOS:000323626400019,stroboscopic saturation,1
WOS:000323626400019,systematic strategy,1
WOS:000323626400019,time,1
WOS:000323626400019,time quantum memory quantum memory,1
WOS:000323626400019,useful quantum technology,1
WOS:000323626400019,validated theoretical framework,1
WOS:000323769000055,edge defects,1
WOS:000323769000055,fluctuation,1
WOS:000323769000055,resonator,1
WOS:000323911800024,nanometer,1
WOS:000323911800024,scale hfox rram,1
WOS:000323927702153,chinese,1
WOS:000323927702153,corpus,1
WOS:000323927702153,language na,1
WOS:000323927702153,mpc corpus,1
WOS:000323927702153,multiparty,1
WOS:000323927702153,social phenomena,1
WOS:000323927702153,urdu,1
WOS:000324004600004,base error model,1
WOS:000324004600004,class,1
WOS:000324004600004,constant energy gap,1
WOS:000324004600004,efficient decoding,1
WOS:000324004600004,error correction,1
WOS:000324004600004,error correction protocol,1
WOS:000324004600004,error threshold,3
WOS:000324004600004,ground state,1
WOS:000324004600004,hamiltonian,1
WOS:000324004600004,high error threshold,1
WOS:000324004600004,holes,1
WOS:000324004600004,kitaev,1
WOS:000324004600004,literature,1
WOS:000324004600004,local unitary transformation,1
WOS:000324004600004,many favorable property,1
WOS:000324004600004,minimum,1
WOS:000324004600004,model,1
WOS:000324004600004,multiple logical qubit,1
WOS:000324004600004,new code,1
WOS:000324004600004,new subsystem surface code,1
WOS:000324004600004,ordinary surface code,1
WOS:000324004600004,pauli operators xxx,1
WOS:000324004600004,planar lattice,1
WOS:000324004600004,qubit check operator,1
WOS:000324004600004,qubit interaction,1
WOS:000324004600004,qubit parity measurement,1
WOS:000324004600004,qubit parity operators,1
WOS:000324004600004,renormalization group methods,1
WOS:000324004600004,rise,1
WOS:000324004600004,same topological class,1
WOS:000324004600004,setting,1
WOS:000324004600004,several natural error model,1
WOS:000324004600004,simplified version,1
WOS:000324004600004,standard circuit,1
WOS:000324004600004,standard surface code,1
WOS:000324004600004,subsystem stabilizer codes,1
WOS:000324004600004,subsystem surface code,1
WOS:000324004600004,surface code,1
WOS:000324004600004,weight matching,1
WOS:000324127200009,-silica ion trap,1
WOS:000324127200009,ability,1
WOS:000324127200009,atomic ion,1
WOS:000324127200009,cool,1
WOS:000324127200009,coupling,1
WOS:000324127200009,deep trapping,1
WOS:000324127200009,design,1
WOS:000324127200009,desirable trap characteristic,1
WOS:000324127200009,fabrication,1
WOS:000324127200009,high secular trap frequency,1
WOS:000324127200009,individual ion,1
WOS:000324127200009,individual quantum bit,1
WOS:000324127200009,ion trap,1
WOS:000324127200009,large quantum information,1
WOS:000324127200009,lead candidate,1
WOS:000324127200009,long lifetime,1
WOS:000324127200009,microfabricated surface trap,1
WOS:000324127200009,micromotion,1
WOS:000324127200009,motional heating rate,1
WOS:000324127200009,number,1
WOS:000324127200009,optical cavity,1
WOS:000324127200009,shallow trap dept,1
WOS:000324127200009,stable motional modes,1
WOS:000324127200009,surface trap,1
WOS:000324127200009,system,1
WOS:000324127200009,testing,1
WOS:000324127200009,trap,1
WOS:000324127200009,trap design,1
WOS:000324127200009,trapp,1
WOS:000324127200009,two-dimensional grid,1
WOS:000324127200009,two-dimensional surface,1
WOS:000324127200009,work,1
WOS:000324826000044,amplifier,2
WOS:000324826000044,bandwidth flux bia line,1
WOS:000324826000044,bandwidth product,1
WOS:000324826000044,bia line,1
WOS:000324826000044,broadband amplification,1
WOS:000324826000044,characterization,1
WOS:000324826000044,chip,1
WOS:000324826000044,chip flux bia,1
WOS:000324826000044,design,1
WOS:000324826000044,element,1
WOS:000324826000044,element josephson parametic amplifier,1
WOS:000324826000044,end design,1
WOS:000324826000044,excess,1
WOS:000324826000044,fast frequency tuning,1
WOS:000324826000044,flux bia line,1
WOS:000324826000044,gain,1
WOS:000324826000044,hundred,1
WOS:000324826000044,input port,1
WOS:000324826000044,lumped,1
WOS:000324826000044,microwave parametic amplifier,1
WOS:000324826000044,parametic gain,1
WOS:000324826000044,quantum -limited noise performance,1
WOS:000324826000044,region,1
WOS:000324826000044,saturation power,1
WOS:000324826000044,time scale,1
WOS:000324826000044,tunable frequency omega,1
WOS:000324826000044,variation,1
WOS:000325227200009,optimize quantum gate library,1
WOS:000325227200009,various physical machine description,1
WOS:000325362500001,exact classification,1
WOS:000325362500001,floquet determinant,1
WOS:000325362500001,majorana,1
WOS:000325362500001,stuckelberg,1
WOS:000325362500001,zener resonance,1
WOS:000325488500072,characterization platform,1
WOS:000325488500072,design principle,1
WOS:000325488500072,device,1
WOS:000325488500072,energy,1
WOS:000325488500072,gallery mode resonator,1
WOS:000325488500072,gallery mode resonator store,1
WOS:000325488500072,internal quality factor,1
WOS:000325488500072,material,1
WOS:000325488500072,microwave circuit architecture,1
WOS:000325488500072,n omega.,1
WOS:000325488500072,planar structure,1
WOS:000325488500072,q 3d resonator,1
WOS:000325488500072,quantum regime,1
WOS:000325488500072,quantum signal,1
WOS:000325488500072,resulting,1
